x,y,luminosity_counts,hlr_pixel,q,theta,n
1224.0,688.6,20.02345,2.446,0.75,10.0,4
2721.2,687.2,9.17340,2.597,0.76,-60.1,4
2003.2,679.1,3.86411,2.105,0.87,-15.4,4
418.8,678.9,4.37113,1.851,0.79,40.4,4
2106.7,676.3,1.96834,1.387,0.79,37.5,4
604.6,676.0,3.34658,2.417,0.79,33.0,4
465.2,700.6,23.06929,3.692,0.59,29.5,4
1811.2,692.4,22.79128,2.276,0.90,65.7,4
496.6,685.6,7.34983,2.041,0.86,41.0,4
2834.6,696.2,28.24744,3.551,0.80,31.3,4
3048.0,688.5,8.40819,2.566,0.93,-11.9,4
506.8,686.9,7.91845,1.889,0.93,-63.0,4
3046.9,677.1,2.17211,2.035,0.81,43.3,4
674.0,676.7,1.62814,1.525,0.91,-2.6,4
1915.6,686.3,6.95734,2.302,0.79,-21.3,4
2325.7,689.0,8.98560,2.057,0.82,42.2,4
1569.6,689.2,7.23555,2.128,0.77,31.3,4
202.4,689.2,7.24469,2.494,0.81,-32.8,4
3988.0,684.0,1.83693,1.556,0.66,89.5,4
948.0,683.9,2.98093,1.448,0.70,47.1,4
2420.2,689.9,14.43323,2.314,0.84,-16.1,4
1220.3,729.7,65.48026,4.858,0.50,51.2,4
3075.6,688.3,5.23417,2.096,0.56,38.4,4
2851.0,718.6,70.74068,3.451,1.00,5.5,4
3710.3,687.9,4.89733,2.370,0.88,73.2,4
3315.9,693.9,6.46230,3.327,0.83,25.6,4
59.6,686.8,1.08391,1.561,0.33,58.3,4
1469.5,704.4,11.57921,3.311,0.73,-72.1,4
2572.5,690.5,2.30986,1.785,0.74,77.3,4
3413.7,684.8,2.35050,2.176,0.71,-62.6,4
2776.9,701.0,20.98348,1.866,0.97,65.5,4
3654.8,693.1,5.19302,1.959,0.77,20.1,4
3435.9,693.6,3.70087,1.584,0.80,56.0,4
222.4,703.0,12.32155,2.261,0.80,52.9,4
2448.5,694.9,3.69949,2.302,0.81,49.4,4
3702.4,693.1,3.73522,2.061,0.67,-34.7,4
376.4,693.1,4.00001,1.925,0.79,63.8,4
3638.9,708.9,6.57729,3.267,0.46,84.2,4
1029.8,707.4,15.21533,2.333,0.89,41.6,4
902.4,699.2,5.29616,2.499,0.80,-76.5,4
307.5,691.2,3.15198,2.678,0.49,-82.1,4
1728.8,686.6,1.57806,1.927,0.58,19.0,4
2649.4,716.2,34.76135,3.166,0.77,14.8,4
43.1,695.6,3.91065,2.070,0.93,23.9,4
3989.4,693.6,2.11734,1.591,0.87,-48.3,4
3265.1,714.6,66.82291,2.885,0.75,4.3,4
3568.8,709.5,48.75707,1.751,0.91,38.1,4
16.9,701.8,6.64901,2.977,0.72,67.3,4
2021.1,708.3,7.60790,2.514,0.76,-86.9,4
1413.8,692.9,1.84233,1.462,0.80,-46.9,4
3964.7,706.1,6.20114,3.142,0.80,-78.3,4
4002.5,719.9,64.55766,2.950,0.72,-6.3,4
3685.5,704.9,7.67125,1.765,0.95,84.5,4
3981.2,699.9,1.74207,1.829,0.32,-74.1,4
883.1,711.3,12.30229,2.720,0.83,-85.1,4
3773.1,708.5,10.61337,2.110,0.83,-68.9,4
3011.8,698.4,2.43061,1.857,0.79,-28.4,4
1610.7,717.2,14.59294,3.083,0.82,80.7,4
1518.4,704.6,2.95666,2.361,0.72,-66.7,4
3186.4,695.4,2.20267,2.144,0.34,8.2,4
1314.8,699.0,2.25601,2.131,0.79,0.3,4
1601.8,711.9,5.36200,2.589,0.63,65.5,4
3124.9,705.2,3.47360,2.053,0.54,-25.3,4
3988.1,707.4,5.19550,2.460,0.61,-17.7,4
728.6,743.5,32.98428,4.007,0.65,85.8,4
631.3,720.8,14.09316,3.087,0.60,-59.7,4
1702.5,708.5,7.92147,2.888,0.78,-5.8,4
1465.8,708.0,6.40579,2.543,0.63,87.0,4
2166.1,702.2,2.24084,1.824,0.66,-2.5,4
1557.3,702.0,3.45640,2.763,0.36,-4.3,4
3463.4,718.1,19.62607,3.963,0.60,-29.5,4
528.5,719.9,6.39958,3.527,0.53,29.2,4
1264.1,705.5,3.52646,2.018,0.78,17.5,4
2326.4,711.6,2.96352,1.857,0.55,55.4,4
499.2,711.3,4.18715,1.774,0.69,59.0,4
2591.1,706.4,1.83098,1.676,0.76,-68.8,4
1415.5,706.6,2.04070,1.883,0.78,-6.2,4
1385.3,707.6,1.84658,1.731,0.60,-57.3,4
341.0,707.1,2.87125,2.085,0.80,13.6,4
236.3,707.8,2.26236,1.993,0.76,26.7,4
854.7,705.0,3.49176,2.963,0.51,25.6,4
1907.1,736.0,49.61881,2.842,0.73,-83.8,4
3803.2,718.2,9.55425,2.818,0.63,-16.6,4
2824.1,719.1,7.37876,3.613,0.45,41.8,4
1354.5,706.0,1.68046,1.726,0.62,-32.3,4
4161.5,703.5,1.89155,2.026,0.43,-18.8,4
1699.3,712.1,9.62625,4.209,0.65,8.9,4
3599.0,709.3,1.04048,1.406,0.37,-56.0,4
3179.1,712.7,3.56946,1.730,0.86,40.2,4
3028.9,716.5,3.57252,2.347,0.48,-39.1,4
1659.0,709.0,2.00482,1.562,0.56,13.4,4
2801.1,722.7,12.92739,2.570,0.76,52.2,4
1507.7,719.8,7.48450,2.908,0.70,17.3,4
1636.3,734.5,11.02081,3.889,0.74,63.7,4
1553.5,716.1,1.90808,2.104,0.36,78.5,4
3281.3,713.2,3.90216,2.984,0.73,-43.4,4
1189.7,760.2,13.58852,2.028,0.87,-51.7,4
1148.9,719.0,6.18773,2.033,0.83,41.7,4
2222.0,714.6,2.50977,1.927,0.60,62.7,4
1257.5,718.0,3.49206,1.728,0.79,58.5,4
3653.0,710.5,2.04471,2.076,0.63,-1.5,4
3092.6,729.4,10.28680,3.004,0.85,77.2,4
3479.7,718.7,3.79264,1.790,0.81,-34.2,4
2492.3,714.2,2.46089,2.355,0.71,-61.7,4
1688.8,712.4,1.96333,2.212,0.61,-16.5,4
2064.9,721.0,4.01653,1.973,0.74,-17.9,4
118.8,720.5,4.44263,2.875,0.72,39.0,4
3639.0,728.0,5.59963,1.606,0.89,88.1,4
748.6,723.0,1.81982,1.608,0.72,-81.1,4
3327.5,749.8,14.45224,4.918,0.90,22.7,4
1517.9,727.0,9.42631,2.638,0.57,2.8,4
204.0,722.4,3.60127,2.185,0.74,26.1,4
3984.1,742.5,17.43516,2.090,0.94,42.3,4
1379.2,721.0,2.16194,2.307,0.53,-55.2,4
1647.3,750.5,15.58953,4.430,0.50,85.9,4
3986.0,734.8,9.98387,3.427,0.69,37.7,4
2028.3,732.5,7.72893,4.244,0.49,-57.3,4
1204.5,727.8,3.65794,1.668,0.86,-1.0,4
1719.2,744.3,22.25431,2.592,0.59,-66.3,4
3851.9,729.0,2.54564,1.793,0.76,47.9,4
3464.2,728.8,2.49015,1.624,0.92,88.3,4
2033.5,728.9,4.08765,1.732,0.81,-89.4,4
254.0,742.5,10.67604,2.635,0.65,67.5,4
4074.1,730.0,6.26038,2.430,0.76,5.8,4
1278.8,725.3,3.41799,2.650,0.59,-6.4,4
2316.2,722.6,1.02672,1.170,0.61,-20.7,4
1737.8,748.5,25.94479,2.939,0.84,87.6,4
97.3,740.8,22.42002,1.689,0.92,52.6,4
3215.0,735.7,5.41190,3.034,0.64,66.7,4
1131.3,728.8,3.35782,2.649,0.73,42.4,4
1250.4,739.3,3.42354,2.772,0.30,-63.8,4
3200.1,732.0,5.20478,2.567,0.70,18.1,4
3893.8,729.8,1.76292,1.511,0.76,65.5,4
1525.9,745.6,58.19909,4.235,0.41,-1.0,4
152.6,732.7,5.58727,2.397,0.45,17.9,4
2505.5,740.9,10.85463,2.117,0.88,24.2,4
339.6,739.7,11.24078,1.935,0.80,38.8,4
1306.0,732.5,2.42150,2.010,0.67,15.0,4
2367.6,730.1,2.73881,2.710,0.42,26.9,4
2358.3,745.3,11.66757,1.988,0.81,82.8,4
2079.9,741.0,5.11879,3.228,0.46,-62.0,4
367.9,772.1,24.41252,4.475,0.30,65.4,4
1852.8,741.5,7.94879,3.142,0.64,-6.4,4
817.0,736.8,4.66106,1.999,0.75,-16.9,4
2890.2,732.2,1.59579,1.871,0.24,31.1,4
2726.8,735.6,1.91542,1.288,0.71,74.9,4
1237.6,745.8,6.08023,2.888,0.70,83.2,4
2444.8,744.3,10.23413,1.721,0.85,56.8,4
2110.1,736.3,1.87090,1.568,0.72,75.3,4
2981.2,733.9,2.96134,2.356,0.81,0.9,4
558.8,745.7,8.13912,2.121,0.86,-47.4,4
635.5,734.7,2.01863,1.839,0.62,-5.5,4
2842.3,772.6,29.74154,4.867,0.49,-78.5,4
1410.0,741.0,2.55413,1.788,0.67,43.5,4
1158.6,741.2,3.88448,2.449,0.47,-27.1,4
1197.4,738.8,3.20312,2.538,0.75,17.7,4
4046.6,735.8,0.91096,1.254,0.59,70.0,4
2504.4,770.6,29.86835,5.548,0.46,24.6,4
3405.9,741.9,3.34399,2.395,0.80,-5.7,4
1507.2,740.5,3.91326,2.185,0.93,69.0,4
3899.3,752.1,16.79882,3.046,0.74,6.1,4
2779.6,749.3,9.81143,2.122,0.84,-6.0,4
3287.6,744.2,4.44881,2.406,0.90,-88.0,4
1257.4,741.2,1.76440,1.563,0.66,-40.1,4
2726.6,752.8,18.68519,1.696,0.95,60.2,4
1049.1,740.1,2.55718,2.298,0.76,-44.5,4
309.4,761.2,16.63058,4.256,0.68,45.8,4
2685.2,753.5,9.50453,2.303,0.80,38.9,4
2760.6,748.2,3.99714,1.951,0.55,35.4,4
282.5,743.4,2.59051,1.944,0.81,-89.1,4
733.1,751.3,4.84309,2.913,0.64,-89.8,4
3393.2,747.0,4.54819,1.874,0.86,13.6,4
65.1,759.4,10.63384,3.439,0.80,-81.0,4
3189.5,757.7,8.44364,4.468,0.70,-84.9,4
461.6,750.5,4.04414,2.014,0.94,-13.6,4
3135.7,747.0,2.19103,1.888,0.80,31.1,4
1361.3,786.5,49.67192,4.756,0.91,-82.3,4
29.3,778.5,35.63442,2.838,0.60,-67.9,4
2220.4,746.2,1.28114,1.426,0.62,70.4,4
1696.9,761.9,9.37242,3.106,0.47,40.3,4
4188.3,759.1,21.04403,1.838,0.92,-1.5,4
3204.8,759.2,21.72855,4.119,0.46,16.3,4
3227.3,752.6,6.02406,3.534,0.87,20.9,4
2063.1,749.7,2.26591,1.891,0.75,64.9,4
575.2,749.7,2.72240,2.407,0.56,53.5,4
1403.9,755.8,4.66961,1.943,0.82,-88.0,4
2613.6,765.5,7.03166,4.371,0.60,-64.4,4
813.6,749.1,2.42219,2.095,0.77,-34.3,4
2698.4,769.8,35.03800,2.340,0.84,-4.2,4
2666.5,752.8,3.41394,2.281,0.56,11.6,4
1843.3,756.0,3.14535,2.400,0.67,55.9,4
1178.3,751.1,2.13352,2.181,0.45,35.8,4
221.4,750.9,1.93359,1.317,0.76,-15.4,4
3572.0,752.0,1.40573,1.432,0.59,44.1,4
2948.7,777.3,15.56790,4.332,0.63,-56.5,4
1341.3,763.6,5.50502,2.337,0.78,-77.5,4
3264.2,758.1,2.44358,1.993,0.59,66.1,4
1350.9,757.8,4.08967,1.770,0.77,-30.1,4
3841.0,753.0,2.25845,1.831,0.99,66.1,4
1961.8,815.7,5.72707,2.247,0.84,52.7,4
589.9,771.3,11.95645,4.314,0.72,-67.7,4
4126.7,764.2,8.46490,1.779,0.71,37.1,4
6.4,772.7,24.04538,2.552,0.85,7.1,4
1540.4,767.1,9.36883,2.155,0.83,-70.5,4
3767.1,762.5,6.48778,1.885,0.82,37.9,4
3531.7,755.0,2.13984,1.793,0.92,89.7,4
583.3,781.0,17.65578,6.402,0.52,80.4,4
2314.0,766.2,7.72572,2.326,0.84,9.0,4
1938.8,762.9,6.42167,1.638,0.94,-0.1,4
3937.9,756.0,1.29569,1.499,0.49,-54.5,4
2684.7,777.2,24.08917,3.328,0.60,-45.4,4
594.1,764.2,7.11169,2.624,0.84,-62.4,4
1534.4,772.3,21.00768,1.834,0.94,41.5,4
3659.4,761.6,4.44165,2.655,0.83,-27.9,4
1379.1,761.9,2.87657,1.762,0.91,4.5,4
3983.8,754.4,1.89239,2.025,0.60,-19.4,4
2473.5,760.8,1.90855,1.559,0.68,41.8,4
2142.7,760.9,3.54917,2.355,0.72,22.9,4
3316.4,780.4,11.78280,3.809,0.47,-20.2,4
1642.4,773.8,36.37865,1.771,0.92,34.8,4
2491.1,775.7,15.27151,2.212,0.96,-70.5,4
2660.2,773.9,4.83314,2.603,0.64,-84.6,4
1804.7,765.2,4.15898,1.853,0.88,49.0,4
1005.0,759.7,1.41337,1.472,0.93,-10.0,4
4112.9,790.4,52.54483,3.168,0.81,63.1,4
3490.5,765.5,3.79767,1.649,0.90,16.0,4
1158.6,764.7,2.57300,2.532,0.47,-80.5,4
4094.2,759.6,1.40295,1.685,0.58,-18.9,4
1205.6,770.0,5.74538,1.797,0.84,80.3,4
263.8,768.4,3.21598,2.852,0.51,71.9,4
2251.3,766.0,4.01342,3.594,0.62,-24.6,4
2010.6,771.2,4.80510,2.016,0.87,39.8,4
628.9,771.1,7.71751,2.237,0.73,-32.3,4
405.6,768.9,3.59165,1.939,0.68,33.7,4
2376.4,769.8,2.96375,1.593,0.84,-79.4,4
2281.9,770.4,2.51796,1.561,0.72,-81.4,4
1178.0,769.5,5.95175,2.909,0.67,-3.4,4
2107.6,767.9,4.38044,3.899,0.80,80.3,4
3332.4,784.5,12.32478,3.000,0.74,-46.7,4
217.5,781.0,16.44426,2.481,0.83,-55.4,4
1437.6,768.3,1.53231,1.587,0.49,81.2,4
619.3,782.3,23.61931,2.488,0.79,31.2,4
3520.0,771.9,3.08647,1.616,0.79,32.1,4
2639.4,766.7,1.28473,1.480,0.60,-70.8,4
3644.2,764.4,1.35840,1.445,0.60,19.0,4
2085.1,785.2,14.03521,3.067,0.75,29.3,4
1892.2,775.9,5.85969,2.033,0.88,-16.8,4
2596.8,772.8,2.55579,1.857,0.72,70.4,4
1077.5,805.2,21.83930,4.438,0.45,-66.4,4
1040.4,776.5,3.39809,2.493,0.66,-84.0,4
2444.8,769.0,1.82711,1.884,0.51,53.7,4
1861.2,780.0,7.86337,2.075,0.94,-34.0,4
2377.1,777.3,4.55078,2.494,0.94,7.8,4
1238.8,777.4,5.62639,3.139,0.92,-33.9,4
450.8,777.5,8.35046,4.467,0.55,-4.0,4
133.5,785.6,11.44552,3.999,0.72,-72.4,4
1564.0,780.6,3.38706,2.072,0.66,76.0,4
303.4,781.1,10.45592,3.003,0.44,-17.5,4
3594.9,776.2,4.45522,2.586,0.79,0.8,4
2254.2,775.5,2.38037,2.417,0.47,73.5,4
3149.6,824.7,23.60600,5.606,0.24,-83.5,4
2250.1,789.6,21.35541,2.247,0.82,53.4,4
2544.4,779.2,6.10790,2.810,0.80,-69.5,4
959.2,776.6,3.92616,1.821,0.74,23.6,4
163.4,777.0,4.69592,1.781,0.85,-11.3,4
514.2,772.1,2.05843,1.714,0.83,-52.1,4
4095.5,786.4,12.64276,4.525,0.81,67.6,4
3054.3,778.9,3.30447,2.169,0.70,74.0,4
1609.3,810.2,72.44875,2.804,0.54,44.1,4
619.7,789.3,32.59636,1.783,0.93,50.3,4
780.6,777.5,2.80682,1.869,0.69,32.0,4
2823.8,772.6,2.06531,2.259,0.59,18.6,4
3839.9,794.4,16.53641,2.467,0.82,59.6,4
2742.1,792.6,7.43372,2.508,0.56,-65.2,4
530.7,786.1,3.61558,2.468,0.44,46.1,4
2826.4,783.2,2.52542,2.363,0.38,85.5,4
440.2,783.0,5.09331,2.303,0.87,80.4,4
1195.2,780.6,3.13643,2.206,0.88,79.7,4
2993.2,786.5,7.79757,2.515,0.76,-35.7,4
377.3,779.3,3.04727,2.324,0.55,5.3,4
2684.8,799.4,8.79161,3.399,0.45,87.7,4
3438.1,787.8,4.24573,1.836,0.84,-43.1,4
1306.7,787.2,5.18518,1.842,0.89,83.8,4
3876.7,784.9,3.94898,3.228,0.46,79.7,4
1270.5,785.5,3.87213,2.139,0.84,11.8,4
1377.5,786.9,2.74697,1.849,0.67,-89.8,4
2343.4,787.9,2.30794,2.322,0.43,-61.1,4
1200.8,782.8,1.83315,2.029,0.50,44.9,4
2800.8,809.0,18.78320,2.970,0.59,-86.2,4
4101.8,788.9,6.53779,4.452,0.50,-83.6,4
3515.8,784.2,1.33700,1.383,0.72,-46.2,4
2970.5,787.2,3.53411,2.255,0.65,-12.3,4
2209.3,787.5,2.94441,2.309,0.73,-86.7,4
746.1,785.1,2.64370,2.382,0.80,-44.9,4
358.0,785.1,1.49614,1.282,0.81,44.4,4
2282.4,818.3,67.83941,3.143,0.78,41.4,4
2330.8,814.7,6.78726,2.705,0.69,51.8,4
1893.1,794.4,3.83316,1.873,0.83,-77.4,4
238.4,794.4,10.27869,2.580,0.68,-2.6,4
823.7,792.3,5.70944,1.899,0.82,-22.0,4
4037.9,789.6,2.79323,2.486,0.76,-63.7,4
760.0,789.4,3.55879,2.149,0.63,-4.8,4
2652.5,808.9,69.04282,5.850,0.25,-13.9,4
3302.0,798.7,10.12313,2.353,0.75,-37.9,4
2386.8,791.6,3.35614,1.682,0.68,-27.4,4
579.7,797.6,6.18714,2.475,0.72,46.6,4
3031.2,798.9,5.41864,3.744,0.81,41.2,4
2792.9,798.7,6.81933,2.165,0.80,32.9,4
969.6,804.0,22.55446,4.280,0.39,6.7,4
1044.1,799.5,8.45124,1.764,0.87,23.1,4
4147.9,813.7,8.70080,2.660,0.51,-66.7,4
3639.2,805.4,11.02007,2.361,0.84,19.0,4
2829.3,798.3,4.55530,2.831,0.89,87.2,4
2298.4,798.1,4.41885,2.583,0.79,28.4,4
3896.4,795.7,2.61209,2.040,0.91,59.3,4
1508.2,795.3,3.10601,2.194,0.72,-45.8,4
2780.3,814.3,12.37470,3.046,0.63,70.9,4
776.4,804.0,6.50928,2.466,0.93,-59.9,4
2513.5,796.4,3.82157,2.597,0.86,-47.4,4
1618.0,791.5,2.04889,1.910,0.63,-3.5,4
3101.1,805.4,7.64033,1.881,0.96,43.0,4
3945.9,802.0,5.05653,2.761,0.48,-20.8,4
2349.5,795.0,1.31801,1.366,0.63,88.9,4
2487.2,815.9,16.40918,3.923,0.81,70.0,4
1151.0,807.9,6.58014,2.554,0.61,82.8,4
529.6,801.0,4.18541,2.426,0.81,56.1,4
3218.4,795.8,1.08268,1.405,0.58,-71.2,4
4180.5,825.2,7.69711,2.836,0.70,70.5,4
3682.4,804.9,5.04234,2.467,0.67,75.2,4
1304.5,799.5,2.65890,1.864,0.75,44.0,4
851.0,799.6,1.83106,1.529,0.65,62.8,4
2680.0,809.3,10.68939,4.348,0.64,24.7,4
1382.7,819.4,27.09190,3.292,0.82,28.1,4
1272.4,816.3,14.34480,2.878,0.70,34.1,4
2871.7,811.7,9.48383,2.021,0.90,80.0,4
2687.0,811.4,20.95481,1.931,0.96,40.0,4
1193.8,811.4,5.67077,2.419,0.57,-66.4,4
2378.0,801.0,3.82477,2.838,0.77,44.1,4
1684.1,799.2,1.88208,1.882,0.53,13.4,4
387.9,808.1,3.92019,2.395,0.76,61.7,4
1859.7,804.8,3.01239,1.909,0.82,87.1,4
286.5,813.7,13.09804,2.095,0.88,57.6,4
3023.1,811.1,8.73258,1.843,0.90,-70.1,4
2537.4,806.1,3.94620,2.347,0.73,38.3,4
1600.8,826.9,29.13733,4.030,0.92,39.8,4
4013.6,809.5,3.82314,1.695,0.93,-76.2,4
1061.9,806.9,2.83029,1.833,0.61,-83.5,4
3138.6,801.8,1.12407,1.280,0.62,71.1,4
3184.0,815.4,8.59876,2.132,0.73,50.4,4
826.3,807.7,3.46399,2.555,0.61,46.8,4
385.5,811.5,3.27761,2.287,0.58,63.8,4
2411.6,809.0,5.87373,2.996,0.60,3.8,4
3495.9,804.2,1.03499,1.186,0.76,-46.6,4
1950.3,826.9,17.45955,4.696,0.86,16.1,4
1877.8,814.2,4.95285,2.633,0.67,-40.9,4
2109.4,811.4,2.71174,1.577,0.82,86.7,4
2937.9,809.9,1.49720,1.363,0.72,77.7,4
1327.1,809.3,2.43592,1.814,0.92,-87.9,4
2419.7,822.8,6.73977,2.949,0.57,-88.5,4
1994.4,818.0,4.79252,2.433,0.68,59.0,4
3891.0,815.6,4.91045,2.063,0.93,-85.0,4
1495.0,821.1,10.27784,2.603,0.82,-83.6,4
2806.3,817.0,6.43625,2.097,0.86,-11.4,4
1984.2,819.1,6.92261,1.997,0.80,44.8,4
1319.7,818.4,4.01996,2.022,0.82,-65.6,4
1829.1,813.8,3.73254,2.202,0.84,-20.9,4
3785.7,811.8,2.13393,1.730,0.65,-84.5,4
2722.9,811.5,2.53771,2.100,0.62,63.3,4
2728.5,821.0,12.64372,2.489,0.80,-7.9,4
1853.3,820.8,6.87669,2.528,0.66,44.0,4
2404.3,810.9,2.45545,2.091,0.74,21.9,4
2812.7,808.6,2.19224,2.361,0.59,19.1,4
2469.8,824.1,7.03545,2.816,0.84,57.7,4
1265.5,822.1,6.98032,1.909,0.92,31.3,4
4118.4,811.9,3.26130,2.580,0.64,-11.7,4
1098.6,832.6,22.27611,2.518,0.86,-7.8,4
1271.2,828.4,16.44865,2.912,0.92,22.8,4
3330.5,813.0,1.37687,1.462,0.63,89.7,4
2807.8,821.1,6.44926,1.967,0.87,20.5,4
1171.0,818.6,3.91552,2.097,0.79,29.1,4
2668.0,816.3,1.80256,1.630,0.61,67.0,4
36.0,811.5,1.64617,1.646,0.63,-0.5,4
2232.1,817.2,2.64758,1.564,0.88,-86.5,4
6.5,815.0,2.12809,1.806,0.65,27.3,4
403.8,812.6,1.01113,1.185,0.60,21.0,4
1660.5,831.1,14.44908,2.942,0.69,-24.9,4
2337.4,825.9,13.40186,1.638,0.92,-77.8,4
523.8,840.5,8.11595,3.974,0.52,81.1,4
991.4,819.6,2.58660,1.678,0.72,-43.2,4
3125.8,817.0,2.62205,2.361,0.41,-26.2,4
2472.4,830.3,8.42316,2.288,0.91,74.5,4
1987.2,845.5,20.16806,3.981,0.54,59.8,4
4116.1,834.1,14.95026,3.252,0.81,-8.0,4
2414.4,831.2,9.95145,2.943,0.87,-4.9,4
3019.5,828.8,9.32329,2.720,0.83,-26.8,4
198.2,821.3,1.97253,1.707,0.81,81.6,4
3104.4,819.1,1.49091,1.639,0.58,71.5,4
1981.3,858.6,42.08503,5.232,0.75,56.9,4
2986.0,831.8,6.74768,2.140,0.70,75.9,4
3708.2,830.3,4.62434,2.505,0.68,84.6,4
2613.2,822.1,1.99230,1.535,0.96,-51.8,4
4098.7,834.7,10.36169,2.349,0.82,-79.9,4
1194.4,831.6,5.09482,2.631,0.93,-67.5,4
742.0,827.0,3.87025,2.550,0.69,25.3,4
2554.6,850.9,37.67123,3.887,0.92,-41.9,4
2830.8,835.3,11.27957,2.477,0.80,7.6,4
2133.7,836.0,5.91876,2.981,0.70,-84.4,4
2228.9,832.9,5.11436,2.184,0.92,34.8,4
1959.7,833.0,12.36828,3.134,0.60,-9.3,4
1813.0,828.2,6.82759,1.790,0.98,44.2,4
533.8,828.0,3.50307,1.767,0.87,85.2,4
3075.4,852.8,41.89885,3.705,0.66,-35.7,4
1288.8,832.4,6.92264,2.302,0.88,61.0,4
3998.0,824.8,1.15147,1.416,0.62,56.8,4
3716.3,843.4,30.30135,1.768,0.94,55.0,4
964.7,826.0,2.01663,1.870,0.91,-86.4,4
293.8,827.1,3.70938,3.350,0.46,-34.7,4
3823.8,832.8,2.90435,1.929,0.76,70.4,4
2999.1,833.4,4.76159,1.970,0.78,-12.0,4
1894.8,837.4,4.02600,2.462,0.64,86.2,4
3875.8,838.2,6.76972,3.112,0.62,-57.7,4
2242.7,831.1,4.12517,3.152,0.81,33.4,4
777.7,831.6,1.77025,1.464,0.74,-86.4,4
288.6,832.8,2.47421,2.232,0.65,72.5,4
367.0,843.0,11.06653,3.648,0.90,-47.2,4
1901.1,840.8,12.39791,2.171,0.73,8.8,4
570.1,841.2,6.25149,1.664,0.86,87.4,4
3872.5,839.0,7.17314,3.130,0.66,-72.0,4
4115.4,838.2,7.59887,2.197,0.83,34.7,4
117.1,836.1,4.36808,1.610,0.90,49.1,4
1930.3,841.0,7.87075,3.058,0.83,-50.5,4
3731.5,842.2,7.93774,1.861,0.87,70.9,4
2634.5,839.4,4.62337,1.874,0.67,-72.2,4
735.0,841.6,4.88891,2.410,0.68,33.4,4
3345.0,836.8,3.29975,2.384,0.97,9.3,4
1173.6,836.9,2.09461,1.764,0.73,49.5,4
1113.0,834.0,2.93021,2.302,0.98,-59.4,4
1835.9,847.5,15.17243,2.254,0.82,13.4,4
517.9,840.4,5.20277,3.290,0.65,30.9,4
1730.2,837.6,3.14734,2.177,0.89,-69.0,4
686.6,848.2,10.74992,2.994,0.57,8.8,4
3041.9,842.9,2.71230,2.374,0.43,-82.4,4
4090.0,838.8,3.59686,3.051,0.81,87.1,4
548.4,873.3,25.91118,2.140,0.94,75.7,4
1278.8,856.7,20.25076,2.792,0.57,48.7,4
3236.8,844.2,5.24916,3.012,0.69,-87.7,4
166.0,839.7,2.42624,2.079,0.88,16.4,4
3752.5,862.8,28.10015,3.381,0.92,55.8,4
556.5,843.3,3.51744,1.725,0.90,41.9,4
1613.3,840.7,5.20855,2.955,0.70,21.0,4
1540.6,837.8,2.28974,2.257,0.59,69.5,4
2408.1,878.4,36.36345,5.274,0.87,42.8,4
1730.4,856.4,12.99873,3.278,0.72,38.9,4
3576.1,851.2,18.33681,1.779,0.90,57.8,4
3904.1,849.0,6.94047,1.902,0.87,-25.7,4
1149.0,849.3,10.90297,1.880,0.94,29.5,4
2412.8,855.5,18.99436,2.588,0.80,37.0,4
2753.0,854.8,11.96633,1.957,0.76,78.7,4
1962.4,850.8,9.01012,2.113,0.91,52.0,4
2651.4,846.0,2.77124,1.635,0.66,67.3,4
480.6,871.6,62.06741,3.178,0.85,38.4,4
2499.2,849.2,7.73626,4.404,0.85,44.1,4
3641.5,844.6,1.38373,1.518,0.85,15.9,4
3339.9,850.5,5.38209,2.446,0.76,31.2,4
1474.1,850.3,5.11499,1.897,0.98,-71.6,4
1418.0,845.5,2.37650,2.243,0.40,64.2,4
1071.5,866.0,36.40962,2.648,0.67,52.3,4
1257.0,863.9,8.67141,3.345,0.54,73.3,4
3362.6,851.6,9.17865,2.256,0.89,17.8,4
2685.2,851.7,4.09219,1.889,0.81,40.0,4
4107.4,849.4,1.89809,1.550,0.73,-86.8,4
1048.5,869.1,14.94741,4.217,0.77,7.3,4
2817.6,850.5,3.05381,2.091,0.77,-63.5,4
941.8,845.8,1.19480,1.304,0.74,46.3,4
1569.1,895.9,9.07388,3.314,0.91,58.1,4
2099.6,883.7,45.02288,3.587,0.59,-79.7,4
3666.1,857.4,5.79634,2.259,0.70,35.7,4
963.6,852.3,4.97076,2.102,0.81,13.1,4
394.1,851.8,4.34540,1.852,0.85,-34.0,4
2600.7,847.2,1.03378,1.382,0.36,43.9,4
1555.4,846.8,2.25268,2.248,0.56,-32.0,4
1643.3,849.6,2.09213,1.908,0.54,25.3,4
2491.0,869.6,11.83332,2.718,0.79,83.6,4
199.0,856.4,3.16070,1.889,0.96,-16.4,4
3802.8,853.5,1.85762,1.723,0.76,-89.4,4
3051.9,853.6,2.85179,2.298,0.61,-64.2,4
4015.6,863.5,4.25002,2.647,0.42,26.4,4
3936.7,860.1,6.69651,2.581,0.82,-0.5,4
1407.6,858.0,4.44178,2.041,0.81,78.7,4
259.2,853.1,1.85795,1.543,0.85,-48.3,4
3513.3,889.8,20.94212,3.457,0.41,-79.4,4
399.4,878.9,21.27076,3.849,0.74,-47.9,4
1781.2,866.5,10.16357,2.087,0.85,49.4,4
789.2,864.7,5.00789,2.233,0.90,-66.1,4
645.8,856.5,2.38432,1.929,0.66,-48.5,4
