x,y,luminosity_counts,hlr_pixel,q,theta,n
3680.2,942.0,2.21642,2.130,0.38,33.2,4
2375.0,944.2,3.97176,2.920,0.59,-9.8,4
1717.5,951.9,7.14034,3.194,0.63,72.5,4
519.5,961.8,28.51027,4.098,0.68,10.9,4
1402.7,953.9,7.29712,3.421,0.79,17.2,4
2351.8,947.5,3.38439,2.303,0.78,35.0,4
2085.3,946.0,2.40018,2.352,0.53,6.4,4
4079.9,949.6,9.68795,5.465,0.36,-11.6,4
1916.8,964.9,11.21551,4.726,0.79,-51.6,4
2888.7,953.1,2.59428,2.542,0.44,-50.5,4
1056.1,952.7,2.92837,2.454,0.53,79.5,4
1708.9,950.8,4.26165,2.626,0.70,-0.8,4
3698.1,954.3,3.59573,2.710,0.58,-46.2,4
464.8,965.0,10.16863,4.724,0.60,54.6,4
650.6,953.8,1.49859,1.752,0.47,-82.5,4
1866.2,954.6,5.65288,3.708,0.72,28.1,4
1925.3,966.8,7.79153,3.338,0.62,57.6,4
1377.8,953.0,1.15947,1.357,0.62,-39.7,4
1364.0,956.4,1.48845,1.565,0.40,71.5,4
78.5,956.5,1.23902,1.526,0.42,71.2,4
1510.6,956.4,2.10228,1.812,0.42,-45.9,4
3208.0,957.7,2.90953,2.251,0.67,46.1,4
1454.1,958.9,1.28254,1.573,0.24,-58.3,4
2698.4,958.1,3.02143,2.336,0.73,5.4,4
2652.1,954.6,1.20828,1.337,0.55,-20.0,4
470.5,963.8,7.62099,3.977,0.76,8.0,4
861.4,975.9,21.46146,2.864,0.90,11.5,4
4166.3,996.2,59.21887,4.067,0.88,-87.6,4
3504.1,964.9,2.53174,2.388,0.25,38.4,4
874.2,979.7,13.65264,3.596,0.68,-28.1,4
458.4,968.4,6.34143,3.056,0.54,-8.7,4
142.1,968.8,2.23699,1.944,0.44,-77.7,4
3469.8,966.1,4.98395,3.477,0.75,58.7,4
2315.2,970.9,8.95164,2.460,0.85,56.8,4
2097.4,963.6,2.81769,2.129,0.74,68.7,4
1737.8,967.1,2.47751,2.192,0.51,80.9,4
2713.5,968.2,3.24946,2.631,0.44,40.2,4
1872.6,965.6,0.92234,1.382,0.30,-68.8,4
1741.7,965.0,2.02291,1.531,0.95,86.8,4
4162.5,967.4,3.52589,3.223,0.68,23.1,4
3667.3,971.3,5.90069,2.803,0.98,-22.2,4
275.5,988.2,17.70806,3.681,0.77,37.4,4
3569.7,972.2,3.15764,2.597,0.72,32.1,4
3013.1,977.0,7.39453,3.192,0.93,33.1,4
1148.8,995.6,38.03315,4.815,0.65,18.3,4
1963.6,984.7,11.02232,2.860,0.79,35.5,4
1837.9,969.2,1.81746,1.699,0.82,43.2,4
804.7,1020.7,42.25658,5.259,0.43,-79.6,4
207.4,972.0,3.03201,2.933,0.55,-89.7,4
2889.1,974.6,3.14555,2.545,0.67,-15.3,4
506.9,977.0,5.02953,2.256,0.78,-14.9,4
1694.2,975.6,1.65131,1.454,0.71,73.5,4
441.5,985.1,10.14939,2.820,0.89,-33.9,4
1574.5,978.0,2.19361,1.999,0.88,-32.5,4
2556.6,993.1,24.47412,4.314,0.46,-15.0,4
3428.4,1005.1,37.43719,3.229,0.89,41.2,4
3059.1,982.3,2.90312,2.469,0.48,-75.3,4
3000.2,996.2,23.50423,4.557,0.63,-10.6,4
738.3,998.6,8.70201,3.038,0.65,74.4,4
2042.4,982.0,5.36239,3.489,0.62,-51.1,4
1401.1,987.1,6.58486,2.779,0.78,12.6,4
1274.2,1010.3,4.56719,2.202,0.74,75.0,4
1352.0,985.5,1.06946,1.683,0.17,90.0,4
3641.7,992.5,9.26711,3.526,0.91,25.0,4
1598.6,987.4,3.88788,2.764,0.72,59.3,4
3902.7,1009.5,6.40476,3.923,0.62,72.8,4
397.9,995.4,8.86618,3.663,0.62,54.6,4
2365.7,1012.7,57.87822,3.277,0.91,-4.4,4
3256.9,998.6,7.74419,3.285,0.78,-69.9,4
1492.4,985.6,1.22900,1.563,0.29,68.5,4
3921.3,1007.4,37.16896,4.100,0.60,-17.4,4
3345.0,982.5,1.61759,1.770,0.63,0.9,4
857.6,990.0,2.20348,1.534,0.77,-49.5,4
486.3,987.6,3.22793,2.101,0.61,-20.4,4
3562.1,982.5,2.99943,2.786,0.63,-2.5,4
595.0,998.8,10.16969,3.081,0.74,6.5,4
369.5,1007.6,8.64983,3.941,0.65,-65.2,4
3630.9,989.4,3.55214,2.612,0.75,-21.2,4
1568.5,1002.6,8.64823,2.871,0.77,-4.9,4
3977.7,994.5,4.19359,2.902,0.52,35.2,4
1123.7,990.1,2.24756,1.841,0.73,17.6,4
1580.7,1015.3,8.14240,3.206,0.70,69.2,4
596.5,994.0,6.44946,2.555,0.54,-2.3,4
313.5,996.2,3.08679,2.322,0.61,-44.0,4
1855.6,993.8,2.49611,2.324,0.35,-19.2,4
2152.8,988.4,1.76832,2.011,0.56,-18.7,4
1532.3,1002.3,5.28558,2.534,0.88,-64.2,4
1606.5,1009.6,11.61385,4.508,0.68,-75.5,4
15.8,1024.1,35.53866,3.030,0.85,-73.8,4
564.7,1002.7,6.82242,2.339,0.77,-33.5,4
3034.6,995.6,2.23397,2.323,0.31,-68.8,4
757.5,1036.5,74.86154,5.502,0.83,13.2,4
1739.5,1014.7,27.29939,3.748,0.56,8.1,4
1433.4,1016.9,8.84417,3.032,0.57,-78.0,4
4175.1,1006.5,6.21468,3.224,0.77,56.8,4
1283.9,1001.8,1.51808,1.764,0.28,75.4,4
161.2,994.6,0.89991,1.155,0.59,-18.8,4
77.0,997.9,1.58327,1.765,0.49,36.9,4
1664.9,1004.2,1.54663,1.828,0.30,66.2,4
3404.8,1001.7,3.09849,2.639,0.65,-38.1,4
992.9,1017.9,20.50202,2.843,0.97,15.0,4
918.1,1005.8,5.25894,2.684,0.84,9.5,4
1620.4,1011.2,8.41620,5.468,0.68,65.2,4
1921.3,1004.4,2.09445,1.795,0.57,40.4,4
2300.8,1006.9,6.31174,2.662,0.79,10.7,4
1194.2,1008.9,3.12738,2.527,0.48,-49.2,4
2720.8,1014.5,4.80436,2.651,0.80,-9.3,4
3179.1,1010.0,5.80979,2.994,0.68,25.7,4
3501.2,1031.3,25.92468,4.560,0.85,50.6,4
2848.8,1015.8,3.30550,2.709,0.36,68.2,4
1098.2,1014.4,2.91835,2.582,0.36,-63.9,4
2132.9,1017.9,7.98788,3.840,0.77,9.4,4
2269.8,1007.6,2.36762,2.629,0.60,18.5,4
18.3,1042.6,28.45235,4.284,0.60,73.7,4
289.9,1022.8,7.42356,2.749,0.74,45.9,4
3230.2,1020.0,5.24755,2.760,0.81,-12.0,4
2407.5,1013.1,4.55018,2.910,0.50,8.5,4
3695.0,1027.5,8.46260,4.107,0.59,62.6,4
3128.3,1028.7,6.38404,3.707,0.41,-75.0,4
2007.5,1034.5,11.05819,3.448,0.61,-73.9,4
1618.1,1021.5,7.03868,3.958,0.80,48.8,4
1425.6,1017.2,1.30319,1.264,0.67,-72.6,4
3031.3,1029.5,10.28893,3.254,0.80,38.9,4
1372.8,1020.6,3.07883,2.214,0.74,8.9,4
1800.7,1036.0,15.62321,4.093,0.83,-25.9,4
61.3,1037.4,12.69912,3.146,0.84,-60.7,4
3082.0,1026.5,4.35002,2.406,0.90,16.1,4
1447.9,1031.9,8.10967,2.377,0.85,26.6,4
3272.2,1032.1,6.71852,3.655,0.81,-69.8,4
1805.7,1026.7,6.71554,3.034,0.78,4.0,4
3919.7,1040.1,9.86002,3.435,0.72,-50.4,4
1958.4,1046.2,12.12691,3.423,0.78,87.6,4
937.2,1034.5,5.94724,3.302,0.77,-48.3,4
11.5,1074.8,71.45676,2.622,0.99,-71.7,4
1058.8,1043.9,10.23358,2.991,0.80,-52.3,4
1809.3,1047.8,23.34501,3.688,0.84,-24.1,4
3626.9,1037.8,7.18391,3.346,0.93,18.2,4
2209.4,1032.9,5.29943,3.580,0.77,71.9,4
1328.2,1038.8,6.62099,2.838,0.68,17.4,4
3668.2,1027.6,1.85999,1.943,0.63,-18.0,4
471.3,1066.0,46.57661,5.092,0.74,23.5,4
3384.6,1032.8,2.04014,1.927,0.68,72.3,4
862.1,1032.8,5.46869,3.539,0.61,-1.6,4
1134.2,1042.7,6.65369,3.411,0.54,55.9,4
1129.1,1034.8,5.38454,3.223,0.56,-23.6,4
1160.3,1048.0,8.17164,5.014,0.51,-10.4,4
1605.6,1034.8,2.12101,1.904,0.53,-56.5,4
509.8,1046.5,14.02107,2.985,0.89,-19.0,4
3423.8,1040.1,3.35303,2.700,0.74,-39.0,4
2528.6,1038.1,4.37844,3.353,0.42,-42.2,4
3450.0,1033.8,3.62647,3.629,0.55,20.9,4
605.5,1031.7,1.32831,1.684,0.49,-0.6,4
342.8,1035.7,1.85847,1.657,0.71,-30.6,4
571.2,1057.5,37.26209,3.342,0.77,1.4,4
891.7,1074.5,40.61491,6.239,0.56,43.1,4
2440.4,1061.3,26.47560,3.511,0.77,14.6,4
1415.7,1065.1,12.89001,7.842,0.57,27.0,4
3254.7,1076.7,74.07861,3.917,0.94,-89.6,4
3963.1,1065.5,28.34678,3.014,0.94,47.1,4
1197.6,1058.5,21.83879,3.820,0.98,-15.9,4
222.0,1040.7,2.26069,2.167,0.45,0.1,4
2478.3,1061.9,16.71376,5.061,0.89,36.4,4
163.0,1052.9,5.55848,2.308,0.90,-72.1,4
1303.1,1050.4,2.74875,2.373,0.65,-58.6,4
4192.1,1058.7,5.75730,2.761,0.71,-74.7,4
2466.8,1056.8,6.41270,4.162,0.51,70.5,4
1772.6,1072.9,21.63162,5.049,0.81,34.8,4
2358.5,1062.9,9.62008,3.482,0.71,77.4,4
1845.2,1045.4,1.15421,1.204,0.63,15.3,4
1047.8,1062.1,5.31877,3.012,0.59,-83.2,4
1883.0,1053.9,4.58102,2.683,0.84,14.1,4
1701.7,1048.9,2.47545,1.930,0.73,-26.3,4
3092.7,1057.4,6.38120,4.189,0.83,41.1,4
2214.7,1067.1,17.09207,3.272,0.93,-51.0,4
4016.1,1060.5,6.12460,3.136,0.63,-59.3,4
2906.0,1063.4,14.38437,3.524,0.92,-32.4,4
930.5,1070.9,21.52895,2.613,0.89,-45.5,4
2207.5,1069.9,19.02836,3.866,0.85,25.9,4
894.8,1055.6,3.32844,2.202,0.96,-73.8,4
1681.8,1057.5,3.50064,2.265,0.64,34.7,4
1205.9,1062.6,6.79082,4.579,0.77,-63.3,4
1499.9,1060.4,4.56833,3.087,0.85,35.0,4
3586.4,1063.6,7.00648,4.469,0.63,-36.2,4
3320.0,1058.8,3.51789,2.836,0.80,-87.0,4
3298.3,1066.6,5.46409,2.760,0.66,-33.9,4
3626.3,1078.3,17.45296,3.067,0.97,68.7,4
531.0,1067.7,5.35626,2.300,0.81,80.6,4
402.0,1060.5,3.93154,3.392,0.68,-61.1,4
1008.1,1077.0,6.27611,4.062,0.42,72.2,4
2951.9,1062.2,3.42541,3.076,0.36,-27.8,4
1360.2,1069.8,11.95867,6.130,0.79,47.4,4
3913.8,1076.0,9.90379,4.257,0.48,18.2,4
487.5,1072.7,9.72176,3.632,0.73,16.3,4
2383.4,1060.9,2.18687,1.964,0.49,-8.6,4
3782.4,1069.6,5.36393,3.078,0.70,24.8,4
1777.9,1072.7,17.33407,4.845,0.49,-34.9,4
4014.1,1073.8,7.56741,3.523,0.74,40.4,4
278.9,1079.0,13.62865,6.124,0.60,29.9,4
2566.3,1066.1,3.90272,3.141,0.48,-24.2,4
2589.1,1073.9,4.17292,2.571,0.81,-0.6,4
3071.4,1068.1,2.53882,1.979,0.63,51.0,4
1149.7,1077.4,10.87321,3.302,0.66,8.1,4
2552.2,1069.9,4.32890,2.884,0.55,25.3,4
210.0,1069.2,2.15361,2.076,0.94,-16.8,4
3329.2,1111.9,14.62532,4.245,0.46,-78.6,4
1016.8,1087.1,10.01035,3.653,0.83,-17.4,4
2396.7,1067.6,1.79377,1.755,0.65,16.9,4
2298.5,1079.9,6.30949,2.904,0.65,-0.5,4
1025.3,1084.5,14.45740,3.199,0.89,-76.5,4
195.0,1076.0,2.43248,2.213,0.73,-34.5,4
3214.4,1091.1,19.01100,4.502,0.65,-25.1,4
243.7,1083.7,3.77609,2.078,0.90,76.8,4
4085.3,1088.2,12.87358,4.733,0.71,31.4,4
3772.2,1086.4,11.79237,3.958,0.67,5.4,4
1389.3,1087.2,12.76659,6.453,0.62,62.6,4
2895.9,1092.3,9.88919,3.860,0.81,89.5,4
688.0,1086.8,9.58386,2.581,0.98,-35.4,4
4088.9,1078.9,4.46495,3.913,0.51,68.0,4
265.0,1082.4,6.72210,3.409,0.91,-87.5,4
4117.6,1088.9,8.58360,3.478,0.60,-39.5,4
1381.0,1098.8,30.24754,7.078,0.92,-83.3,4
1760.0,1079.8,3.71258,2.736,0.56,-20.5,4
3016.8,1077.0,2.40869,2.491,0.49,-53.6,4
3946.3,1091.2,4.33755,2.929,0.61,50.3,4
1712.0,1084.9,5.43990,3.060,0.89,-10.8,4
2823.0,1078.0,2.03610,1.870,0.57,43.8,4
4004.6,1096.5,9.50910,3.522,0.75,-83.3,4
3683.5,1091.9,4.31843,3.159,0.43,-77.4,4
2783.0,1080.1,2.23397,2.456,0.31,-29.9,4
783.9,1089.5,3.22670,2.452,0.49,60.7,4
1719.0,1094.6,7.60813,2.966,0.84,-58.0,4
575.5,1098.0,18.01034,3.823,0.56,1.2,4
584.1,1078.7,1.56135,1.718,0.39,12.4,4
3931.4,1096.1,9.56755,3.326,0.51,36.7,4
3334.5,1104.5,10.24972,5.222,0.68,-12.0,4
1648.8,1079.6,0.90551,1.144,0.61,18.2,4
301.5,1082.0,1.97012,2.044,0.63,-89.1,4
3729.1,1083.0,1.82570,1.635,0.98,-28.6,4
719.6,1098.4,6.39861,4.028,0.47,-40.1,4
2448.4,1087.4,3.51361,2.509,0.60,6.2,4
2978.2,1097.2,3.33475,2.862,0.53,84.3,4
2720.1,1092.1,5.23911,3.111,0.63,-26.9,4
2641.8,1105.6,21.68647,3.183,0.79,15.9,4
113.8,1117.6,35.92318,3.344,0.97,22.1,4
1671.9,1087.7,1.55863,1.603,0.68,-30.5,4
1781.7,1115.8,10.32455,4.184,0.61,-75.5,4
3315.5,1100.4,4.65664,2.994,0.67,7.0,4
156.8,1099.7,5.61239,3.981,0.41,79.7,4
3466.1,1099.6,4.05248,2.506,0.94,-80.2,4
3267.6,1098.4,1.74813,1.766,0.33,51.5,4
3438.3,1092.9,3.87849,3.246,0.50,9.4,4
1111.1,1096.7,2.85253,2.285,0.72,-75.4,4
339.5,1096.6,4.12211,3.500,1.00,-1.4,4
1579.0,1094.2,1.17373,1.316,0.94,1.1,4
1778.5,1110.5,7.14286,3.191,0.52,-39.5,4
317.2,1096.3,1.11770,0.860,0.78,41.5,4
2736.0,1114.2,14.72960,3.291,0.70,-27.0,4
2788.2,1102.9,4.97084,2.850,0.58,-19.3,4
1779.7,1100.2,3.05056,2.185,0.56,1.9,4
885.3,1115.6,14.29839,4.971,0.80,73.9,4
3775.5,1101.5,1.95181,2.095,0.42,71.0,4
3931.6,1138.7,43.48825,4.596,0.71,-60.9,4
205.2,1137.6,75.55788,6.129,0.58,8.3,4
3820.8,1115.0,8.25252,2.556,0.92,-84.1,4
1547.3,1102.8,1.18999,1.513,0.29,-29.7,4
89.0,1110.9,5.52602,2.734,0.79,56.1,4
3093.4,1112.7,5.33384,2.785,0.79,60.7,4
2344.5,1124.6,8.35299,2.964,0.73,82.0,4
4177.1,1126.2,11.18274,4.051,0.61,-73.6,4
1302.8,1111.3,5.15000,2.293,0.79,23.6,4
770.3,1132.3,23.73138,3.648,0.91,49.1,4
988.2,1104.4,1.26439,1.489,0.58,19.1,4
2125.8,1115.8,4.61859,3.047,0.88,-69.6,4
3200.2,1113.5,3.27548,2.084,0.84,64.9,4
1900.1,1120.6,7.49983,3.050,0.76,40.1,4
1051.7,1107.5,1.49828,1.646,0.48,8.1,4
3987.2,1148.1,71.34243,5.202,0.89,-28.0,4
1693.6,1159.8,15.26490,3.799,0.66,-45.7,4
3936.3,1114.4,2.60332,2.381,0.50,36.4,4
1820.7,1119.1,3.09976,2.476,0.52,-53.3,4
598.5,1116.6,4.72396,2.901,0.65,-1.2,4
4073.9,1122.2,4.69161,2.079,0.93,-83.5,4
2820.0,1117.6,3.79712,2.839,0.59,-13.0,4
345.4,1122.5,4.52902,2.916,0.83,50.1,4
3778.5,1121.5,3.28338,2.402,0.61,40.1,4
2472.6,1145.0,4.62521,2.705,0.79,67.9,4
3995.1,1133.7,23.24228,3.491,0.89,49.7,4
3355.8,1128.0,6.21556,2.720,0.75,-9.6,4
2572.5,1143.1,15.43076,3.432,0.68,-86.7,4
530.0,1148.6,14.77961,5.156,0.53,60.9,4
1797.4,1139.2,18.95680,4.112,0.92,24.3,4
4199.4,1134.9,3.30198,2.410,0.26,85.2,4
2421.2,1128.5,4.52784,2.622,0.72,-59.6,4
2332.1,1131.0,7.72321,2.986,0.90,-3.2,4
3477.6,1120.7,2.01404,2.026,0.55,30.7,4
3022.5,1144.0,11.42528,3.716,0.62,-38.6,4
3424.9,1128.2,5.96311,3.168,0.49,-7.0,4
1553.0,1126.3,1.28571,1.483,0.37,-57.0,4
41.1,1141.3,6.59696,2.665,0.65,50.0,4
4152.7,1159.4,28.96410,3.748,0.94,22.8,4
76.6,1126.2,1.11591,1.291,0.59,-71.8,4
186.7,1131.5,4.53005,3.429,0.58,-53.9,4
2158.3,1165.2,65.19653,3.454,0.76,-37.8,4
3242.9,1144.6,17.55491,2.458,0.88,-40.2,4
2513.9,1130.7,4.67787,2.881,0.50,7.6,4
3161.1,1150.7,14.18965,3.690,0.71,44.2,4
3336.5,1137.2,4.28792,3.078,0.54,78.4,4
2443.2,1129.8,3.62043,3.019,0.63,-16.0,4
2464.6,1130.8,1.61343,1.794,0.60,72.6,4
1009.2,1142.1,8.98597,3.293,0.76,39.4,4
880.9,1159.4,22.02480,3.217,0.91,0.6,4
2344.0,1144.8,5.88389,2.845,0.77,-63.8,4
3836.6,1139.0,3.43678,3.115,0.48,62.6,4
3493.1,1146.4,6.89174,2.696,0.88,-9.3,4
2356.0,1156.7,14.29304,4.208,0.60,-43.8,4
1052.2,1137.3,1.30289,1.732,0.48,45.8,4
248.3,1143.1,3.33599,2.544,0.59,-58.4,4
1624.2,1150.2,8.05626,4.074,0.61,-53.8,4
275.2,1147.7,7.68243,3.687,0.67,50.6,4
3509.5,1155.7,10.29047,3.113,0.82,-75.3,4
3014.9,1144.9,6.61872,2.834,0.63,-0.2,4
1660.1,1142.7,6.78070,4.872,0.54,-7.7,4
3907.5,1145.8,3.37764,2.592,0.64,80.5,4
2828.7,1161.3,24.80144,2.908,0.91,49.6,4
759.0,1144.3,3.72921,3.659,0.71,-74.8,4
1820.3,1162.1,23.66985,2.993,0.80,-31.9,4
1866.0,1144.7,1.67046,1.774,0.56,30.9,4
4161.3,1158.4,12.28385,3.453,0.79,-50.3,4
185.8,1159.2,10.40613,4.199,0.63,-69.2,4
1239.5,1145.7,3.01477,2.164,0.98,-79.6,4
3893.3,1172.8,37.16356,3.502,0.75,-4.1,4
4188.4,1154.5,4.98470,2.330,0.94,-71.9,4
4123.8,1155.9,4.00269,2.996,0.52,-86.4,4
3381.7,1148.0,1.36618,1.468,0.93,88.8,4
2683.3,1207.0,57.01696,7.368,0.72,-60.7,4
844.0,1160.8,11.79538,3.598,0.62,10.1,4
2759.2,1153.6,2.12355,2.034,0.55,-22.2,4
1408.9,1160.9,9.10324,6.051,0.74,58.3,4
594.0,1151.5,1.57224,1.632,0.63,1.6,4
943.8,1172.7,12.13891,2.909,0.90,9.0,4
322.8,1182.6,19.13208,3.264,0.77,49.4,4
2250.2,1169.6,8.61716,3.209,0.92,44.6,4
4071.6,1163.6,1.80290,1.736,0.58,70.0,4
2774.4,1164.5,4.09232,2.981,0.41,21.4,4
1422.0,1162.2,7.56572,5.443,0.52,19.3,4
203.8,1170.9,7.37398,2.815,0.78,18.8,4
1869.6,1169.5,3.81245,2.401,0.64,-46.8,4
1371.7,1166.8,2.11739,2.040,0.46,78.7,4
3366.1,1163.0,2.41421,2.411,0.42,24.4,4
3351.3,1164.0,2.48641,2.311,0.95,-86.5,4
848.7,1192.0,25.61456,4.211,0.78,-40.1,4
3386.8,1164.9,2.52773,2.876,0.76,46.0,4
727.8,1170.4,1.79457,1.999,0.38,-64.2,4
1563.2,1185.9,12.75326,3.277,0.70,62.0,4
371.7,1165.8,1.28219,1.679,0.29,29.7,4
1753.7,1168.8,2.17993,1.968,0.47,41.4,4
2865.8,1181.9,14.07765,3.234,0.62,2.2,4
1530.0,1178.2,5.17254,2.703,0.90,60.3,4
2412.0,1176.1,3.58866,2.617,0.60,-69.4,4
1954.5,1170.7,4.67410,3.901,0.78,-52.3,4
231.3,1184.7,11.95809,3.533,0.64,-15.7,4
3862.0,1189.3,6.44491,4.823,0.48,22.7,4
1380.7,1182.0,4.25784,2.391,0.72,84.3,4
367.8,1172.0,1.44006,1.380,0.63,30.9,4
1630.7,1199.9,15.03631,7.319,0.62,54.4,4
1822.2,1187.9,8.99447,3.266,0.62,-77.0,4
3866.2,1178.5,3.76686,3.254,0.42,64.4,4
3651.0,1182.2,5.21953,3.187,0.77,-73.0,4
388.0,1175.0,5.67003,4.004,0.73,-14.3,4
1886.4,1191.1,8.24637,3.198,0.94,52.2,4
3904.2,1182.2,4.46128,3.066,0.80,-37.8,4
834.3,1200.0,26.07503,5.166,0.91,60.1,4
3923.2,1184.7,2.51681,2.227,0.40,-75.3,4
987.3,1192.8,6.56074,2.624,0.78,-43.0,4
506.1,1192.8,10.31396,3.875,0.71,-28.1,4
407.0,1177.5,2.71557,2.675,0.61,1.4,4
1339.8,1191.9,5.57539,3.351,0.53,60.9,4
2913.5,1182.0,3.57071,3.125,0.61,-87.9,4
1830.4,1194.7,7.58645,2.932,0.85,-44.7,4
2497.4,1190.6,4.81032,2.616,0.90,-55.9,4
26.9,1182.8,2.15237,2.050,0.76,-43.2,4
3888.3,1189.2,3.65856,2.330,0.79,-87.8,4
3974.2,1189.1,3.40613,2.920,0.69,86.5,4
628.2,1189.8,4.52826,2.619,0.70,10.4,4
2536.5,1193.4,3.81400,2.584,0.77,-31.6,4
249.8,1192.8,4.21816,3.039,0.86,43.4,4
3981.6,1215.4,29.99958,3.404,0.84,-53.9,4
3086.1,1194.4,3.01141,2.456,0.61,-73.5,4
2929.0,1221.3,18.98217,3.581,0.92,84.6,4
3431.4,1201.2,21.55680,4.196,0.59,-6.3,4
2788.5,1198.8,7.40158,2.747,0.81,-21.6,4
1816.8,1191.4,3.62562,2.328,0.80,-28.9,4
925.4,1208.2,9.59258,3.378,0.66,-51.0,4
1632.3,1209.2,14.58786,3.858,0.89,74.6,4
1387.0,1200.3,5.89663,2.946,0.64,-57.2,4
2451.9,1191.3,1.21607,1.240,0.93,-3.7,4
3218.1,1223.8,40.15891,3.373,0.81,68.5,4
3865.9,1195.2,4.66421,3.221,0.77,29.7,4
283.9,1208.9,14.94272,3.432,0.75,14.6,4
887.7,1197.5,2.94767,2.499,0.52,-41.2,4
1326.8,1200.1,4.25508,2.777,0.87,20.9,4
3008.2,1199.8,4.14478,2.812,0.68,-38.9,4
1503.9,1200.8,2.81239,2.652,0.74,75.7,4
961.1,1201.6,3.78144,2.734,0.60,26.9,4
1193.0,1202.2,4.62821,3.338,0.79,40.5,4
2821.7,1210.5,8.06573,2.904,0.71,39.6,4
847.9,1247.6,10.33064,2.954,0.78,-88.8,4
285.2,1213.2,11.78586,3.253,0.76,66.0,4
708.6,1207.7,4.38003,2.712,0.59,9.1,4
3193.5,1237.4,71.98013,4.150,0.67,-14.8,4
422.0,1213.5,6.04589,3.173,0.67,86.5,4
454.3,1244.3,55.82326,4.010,0.92,20.7,4
2534.3,1222.4,14.72199,2.928,0.85,-72.1,4
818.9,1210.4,4.10556,2.421,0.68,21.2,4
2521.3,1211.6,3.08794,2.301,0.74,-0.4,4
800.7,1213.6,4.73306,2.076,0.95,73.6,4
1767.7,1208.4,2.11963,2.191,0.54,-58.4,4
2056.5,1205.9,1.81071,2.045,0.63,-88.3,4
547.4,1206.0,1.27295,1.804,0.25,41.0,4
3561.4,1214.4,4.45897,2.857,0.78,-51.7,4
3861.5,1224.5,26.79081,3.355,0.91,-7.7,4
2562.0,1209.2,3.49449,2.366,0.63,-5.5,4
2699.2,1220.4,8.28377,4.233,0.69,-72.8,4
3328.8,1207.5,1.60360,1.790,0.63,21.7,4
1928.9,1217.8,3.78118,2.514,0.89,52.7,4
1497.7,1215.5,1.50325,1.694,0.47,82.2,4
3821.6,1217.4,3.01309,2.173,0.74,72.0,4
2032.6,1214.3,3.79217,3.177,0.39,-39.7,4
4068.7,1226.5,7.41012,2.971,0.85,-61.0,4
3283.7,1224.0,5.00404,2.728,0.81,-48.2,4
2399.8,1238.7,28.29325,3.677,0.93,45.0,4
3008.0,1219.9,4.02540,2.317,0.84,3.9,4
30.1,1215.2,1.67146,1.949,0.37,-27.6,4
2963.2,1212.4,1.69198,1.847,0.57,19.0,4
578.3,1237.0,25.53811,3.396,0.75,-4.5,4
3304.2,1216.1,2.98481,2.524,0.75,-46.0,4
2233.6,1223.4,6.59255,2.508,0.88,7.9,4
3158.1,1236.9,9.81501,3.277,0.80,-64.1,4
2547.1,1231.4,12.43444,3.863,0.79,54.6,4
60.2,1224.6,4.85858,2.337,0.80,42.2,4
3574.7,1219.8,3.39077,2.547,0.83,43.3,4
2196.5,1220.4,2.80979,3.029,0.39,70.8,4
2520.2,1233.2,9.35101,3.501,0.83,-86.7,4
739.0,1232.4,7.71764,3.235,0.76,-62.1,4
2110.7,1220.5,1.90684,1.981,0.32,50.3,4
3944.5,1227.5,12.57585,4.917,0.41,1.6,4
762.5,1218.1,2.11282,1.970,0.73,34.9,4
586.6,1247.4,23.66138,3.840,0.81,59.0,4
3955.7,1235.7,14.41185,3.413,0.81,-12.0,4
794.4,1237.2,10.28671,2.988,0.92,49.2,4
1571.2,1237.1,6.54403,3.749,0.89,-28.4,4
1534.9,1231.2,7.32833,3.769,0.86,-55.5,4
2354.5,1223.7,2.76080,2.252,0.63,6.3,4
3034.0,1224.0,2.46000,2.527,0.58,-45.4,4
699.0,1240.1,14.83555,3.255,0.96,-61.8,4
1451.6,1253.3,51.49096,4.507,0.57,-7.3,4
2973.9,1230.8,3.28822,2.669,0.49,-76.1,4
2413.6,1243.2,14.75859,3.821,0.77,47.9,4
3729.0,1223.5,2.10627,2.244,0.64,-1.4,4
1285.3,1226.1,1.61380,1.527,0.72,-25.5,4
1821.0,1224.5,1.40977,1.540,0.64,-0.1,4
1735.5,1231.6,4.17895,3.249,0.70,71.1,4
3432.6,1235.1,5.47359,3.053,0.88,41.4,4
255.3,1239.3,6.36037,2.828,0.72,-84.3,4
3761.1,1256.2,23.14374,7.001,0.96,40.5,4
1304.2,1245.7,5.97105,3.364,0.43,69.8,4
3181.6,1244.3,12.46546,3.228,0.76,18.4,4
2676.5,1244.6,11.61921,4.231,0.80,-67.7,4
891.9,1344.5,47.82206,4.293,0.76,-52.3,4
1285.2,1233.0,2.96181,2.885,0.63,-24.2,4
1860.6,1258.9,37.05816,2.809,0.93,33.9,4
3082.0,1231.5,3.08874,3.019,0.63,-1.9,4
3089.5,1239.3,7.65753,4.665,0.80,42.5,4
3221.4,1267.0,25.49726,4.947,0.94,-23.8,4
774.8,1240.8,6.87358,4.020,0.77,66.8,4
3305.3,1248.5,5.94176,2.956,0.65,68.5,4
674.5,1248.6,7.17588,2.674,0.74,57.6,4
1874.6,1239.8,3.27122,2.917,0.67,73.8,4
1219.8,1239.8,6.33499,3.886,0.59,12.7,4
1422.7,1265.3,24.61612,4.399,0.89,-45.1,4
